UNIQUE KEY,DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,PERSONS INJURED,PERSONS KILLED,PEDESTRIANS INJURED,PEDESTRIANS KILLED,CYCLISTS INJURED,CYCLISTS KILLED,MOTORISTS INJURED,MOTORISTS KILLED,VEHICLE 1 TYPE,VEHICLE 2 TYPE,VEHICLE 3 TYPE,VEHICLE 4 TYPE,VEHICLE 5 TYPE,VEHICLE 1 FACTOR,VEHICLE 2 FACTOR,VEHICLE 3 FACTOR,VEHICLE 4 FACTOR,VEHICLE 5 FACTOR
3146911,01/01/2015,0:20,QUEENS,11358,40.7518471,-73.787862,"(40.7518471, -73.787862)",47 AVENUE,193 STREET,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,,,,,TRAFFIC CONTROL DISREGARDED,,,,
3146180,01/01/2015,0:20,,,40.7712888,-73.9466928,"(40.7712888, -73.9466928)",,,,1,0,0,0,0,0,1,0,PASSENGER VEHICLE,,,,,ANIMALS ACTION,,,,
3146384,01/01/2015,0:21,BROOKLYN,11205,40.6894449,-73.9551212,"(40.6894449, -73.9551212)",BEDFORD AVENUE,LAFAYETTE AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,UNKNOWN,,,,FATIGUED/DROWSY,UNSPECIFIED,,,
3146013,01/01/2015,0:30,BROOKLYN,11213,40.6738445,-73.9250801,"(40.6738445, -73.9250801)",BUFFALO AVENUE,SAINT MARKS AVENUE,,0,0,0,0,0,0,0,0,BUS,PASSENGER VEHICLE,,,,LOST CONSCIOUSNESS,,,,
3146120,01/01/2015,0:33,,,,,,RICHMOND TERRACE,SOUTH AVENUE,,0,0,0,0,0,0,0,0,UNKNOWN,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3145968,01/01/2015,0:51,BROOKLYN,11203,40.6566844,-73.9298964,"(40.6566844, -73.9298964)",CLARKSON AVENUE,EAST 51 STREET,,2,0,0,0,0,0,2,0,PASSENGER VEHICLE,SPORT UTILITY/STATION WAGON,SPORT UTILITY/STATION WAGON,PASSENGER VEHICLE,,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,
3146102,01/01/2015,10:00,QUEENS,11105,40.7765195,-73.91592,"(40.7765195, -73.91592)",26 STREET,23 AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY/STATION WAGON,,,ALCOHOL INVOLVEMENT,UNSPECIFIED,UNSPECIFIED,,
3146344,01/01/2015,10:05,BROOKLYN,11203,40.6572811,-73.9473543,"(40.6572811, -73.9473543)",WINTHROP STREET,NEW YORK AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,FATIGUED/DROWSY,UNSPECIFIED,,,
3145900,01/01/2015,10:06,MANHATTAN,10024,40.7872228,-73.9679255,"(40.7872228, -73.9679255)",WEST 89 STREET,CENTRAL PARK WEST,,1,0,1,0,0,0,0,0,PASSENGER VEHICLE,,,,,UNSPECIFIED,,,,
3145960,01/01/2015,10:10,BROOKLYN,11223,40.5933231,-73.9646376,"(40.5933231, -73.9646376)",OCEAN PARKWAY,AVENUE W,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3145881,01/01/2015,10:15,MANHATTAN,10036,40.7621841,-73.9936106,"(40.7621841, -73.9936106)",10 AVENUE,WEST 46 STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3145986,01/01/2015,10:30,BROOKLYN,11225,40.6662615,-73.9595633,"(40.6662615, -73.9595633)",MONTGOMERY STREET,FRANKLIN AVENUE,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,UNKNOWN,,,,UNSPECIFIED,UNSPECIFIED,,,
3146152,01/01/2015,10:30,MANHATTAN,10018,40.7564889,-73.9977585,"(40.7564889, -73.9977585)",10 AVENUE,WEST 37 STREET,,0,0,0,0,0,0,0,0,TAXI,PASSENGER VEHICLE,,,,DRIVER INATTENTION/DISTRACTION,OTHER VEHICULAR,,,
3146083,01/01/2015,10:30,QUEENS,11354,40.7693526,-73.8325765,"(40.7693526, -73.8325765)",LINDEN PLACE,31 ROAD,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,SPORT UTILITY/STATION WAGON,,,,UNSPECIFIED,UNSPECIFIED,,,
3146907,01/01/2015,10:36,QUEENS,11368,40.740039,-73.8528801,"(40.740039, -73.8528801)",WESTSIDE AVENUE,VANDOREN STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,UNKNOWN,,,,UNSPECIFIED,UNSPECIFIED,,,
3146379,01/01/2015,11:00,BROOKLYN,11216,40.6793366,-73.9440488,"(40.6793366, -73.9440488)",HERKIMER STREET,BROOKLYN AVENUE,,0,0,0,0,0,0,0,0,UNKNOWN,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3145969,01/01/2015,11:14,BROOKLYN,11212,40.6581825,-73.9246436,"(40.6581825, -73.9246436)",EAST 91 STREET,CLARKSON AVENUE,,0,0,0,0,0,0,0,0,TAXI,SPORT UTILITY/STATION WAGON,,,,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,,,
3145897,01/01/2015,11:15,MANHATTAN,10065,40.7608574,-73.9610689,"(40.7608574, -73.9610689)",EAST 61 STREET,1 AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,TAXI,,,,OTHER VEHICULAR,OTHER VEHICULAR,,,
3146046,01/01/2015,11:20,QUEENS,11419,40.6897104,-73.8268556,"(40.6897104, -73.8268556)",101 AVENUE,118 STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3147994,01/01/2015,11:24,MANHATTAN,10031,40.8231203,-73.9504966,"(40.8231203, -73.9504966)",WEST 141 STREET,HAMILTON PLACE,,0,0,0,0,0,0,0,0,VAN,UNKNOWN,,,,UNSPECIFIED,UNSPECIFIED,,,
3146493,01/01/2015,11:30,QUEENS,11101,40.7460347,-73.9344002,"(40.7460347, -73.9344002)",QUEENS BOULEVARD,SKILLMAN AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3146456,01/01/2015,11:30,,,,,,UNION TURNPIKE,WOODHAVEN BOULEVARD,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,,,,,UNSPECIFIED,,,,
3145971,01/01/2015,11:37,BROOKLYN,11203,40.6524639,-73.9228481,"(40.6524639, -73.9228481)",KINGS HIGHWAY,CHURCH AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,TURNING IMPROPERLY,UNSPECIFIED,,,
3146219,01/01/2015,11:50,,,,,,MORNINGSIDE AVENUE,WEST 125 STREET,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,SPORT UTILITY/STATION WAGON,,,,UNSPECIFIED,UNSPECIFIED,,,
3146111,01/01/2015,11:52,QUEENS,11105,40.7774619,-73.9030938,"(40.7774619, -73.9030938)",20 AVENUE,37 STREET,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,SPORT UTILITY/STATION WAGON,,,,PRESCRIPTION MEDICATION,UNSPECIFIED,,,
3145959,01/01/2015,12:00,BROOKLYN,11229,40.5953963,-73.9457755,"(40.5953963, -73.9457755)",BEDFORD AVENUE,AVENUE W,,0,0,0,0,0,0,0,0,UNKNOWN,PASSENGER VEHICLE,,,,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,,,
3146864,01/01/2015,12:00,,,,,,,,P/L   178-30 145 DR,0,0,0,0,0,0,0,0,UNKNOWN,PASSENGER VEHICLE,,,,TRAFFIC CONTROL DISREGARDED,UNSPECIFIED,,,
3145945,01/01/2015,12:00,,,,,,,,,1,0,0,0,0,0,1,0,SPORT UTILITY/STATION WAGON,PASSENGER VEHICLE,,,,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,,,
3146383,01/01/2015,12:00,BROOKLYN,11205,40.6894449,-73.9551212,"(40.6894449, -73.9551212)",BEDFORD AVENUE,LAFAYETTE AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,UNKNOWN,,,,UNSPECIFIED,UNSPECIFIED,,,
3145997,01/01/2015,12:10,,,,,,,,F/O 2058UNION STREET,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3145944,01/01/2015,12:12,BRONX,10463,40.8787554,-73.8996157,"(40.8787554, -73.8996157)",FORT INDEPENDENCE STREET,HEATH AVENUE,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,UNKNOWN,,,,UNSPECIFIED,UNSPECIFIED,,,
3146016,01/01/2015,12:15,BROOKLYN,11238,40.6714058,-73.9613194,"(40.6714058, -73.9613194)",EASTERN PARKWAY,CLASSON AVENUE,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,UNKNOWN,,,,LOST CONSCIOUSNESS,UNSPECIFIED,,,
3145859,01/01/2015,12:18,MANHATTAN,10011,40.73539,-73.9982752,"(40.73539, -73.9982752)",WEST 11 STREET,6 AVENUE,,0,0,0,0,0,0,0,0,TAXI,SPORT UTILITY/STATION WAGON,,,,FATIGUED/DROWSY,BACKING UNSAFELY,,,
3146333,01/01/2015,12:20,BROOKLYN,11236,40.633857,-73.9114377,"(40.633857, -73.9114377)",EAST 80 STREET,AVENUE J,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,FAILURE TO YIELD RIGHT-OF-WAY,DRIVER INATTENTION/DISTRACTION,,,
3197076,01/01/2015,12:30,BROOKLYN,11205,40.696785,-73.9565804,"(40.696785, -73.9565804)",BEDFORD AVENUE,PARK AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,BUS,,,,OVERSIZED VEHICLE,UNSPECIFIED,,,
3146811,01/01/2015,12:30,BROOKLYN,11215,40.6611533,-73.9801725,"(40.6611533, -73.9801725)",15 STREET,PROSPECT PARK WEST,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3145866,01/01/2015,12:30,MANHATTAN,10001,40.753928,-73.9976034,"(40.753928, -73.9976034)",DYER AVENUE,WEST 34 STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,,,,,
3145932,01/01/2015,12:34,,,,,,,,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,,,,,UNSPECIFIED,,,,
3146109,01/01/2015,12:40,QUEENS,11369,40.7671539,-73.8836865,"(40.7671539, -73.8836865)",23 AVENUE,DITMARS BOULEVARD,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,PASSENGER VEHICLE,,,,DRIVER INATTENTION/DISTRACTION,DRIVER INATTENTION/DISTRACTION,,,
3146134,01/01/2015,12:40,STATEN ISLAND,10309,40.5163366,-74.2328225,"(40.5163366, -74.2328225)",PAGE AVENUE,AMBOY ROAD,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,SPORT UTILITY/STATION WAGON,,,,UNSPECIFIED,UNSPECIFIED,,,
3146092,01/01/2015,12:40,,,,,,GRND CNTRL PARKWAY SR WEST,UNION TURNPIKE,,1,0,0,0,0,0,1,0,SPORT UTILITY/STATION WAGON,,,,,UNSPECIFIED,,,,
3146084,01/01/2015,12:45,QUEENS,11354,40.7589491,-73.8319096,"(40.7589491, -73.8319096)",ROOSEVELT AVENUE,PRINCE STREET,,1,0,1,0,0,0,0,0,SPORT UTILITY/STATION WAGON,,,,,UNSPECIFIED,,,,
3145939,01/01/2015,12:50,,,,,,BOSTON ROAD,PELHAM PARKWAY,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,TAXI,,,,UNSPECIFIED,UNSPECIFIED,,,
3146088,01/01/2015,12:55,QUEENS,11368,40.7368945,-73.8649285,"(40.7368945, -73.8649285)",57 AVENUE,96 STREET,,1,0,1,0,0,0,0,0,UNKNOWN,,,,,UNSPECIFIED,,,,
3145938,01/01/2015,12:59,BRONX,10467,40.8684168,-73.8652941,"(40.8684168, -73.8652941)",,,F/O 2932 HOLLAND AVENUE,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,UNKNOWN,,,,UNSPECIFIED,UNSPECIFIED,,,
3146875,01/01/2015,13:00,QUEENS,11101,40.7422296,-73.9283702,"(40.7422296, -73.9283702)",37 STREET,47 AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,SPORT UTILITY/STATION WAGON,,,,UNSPECIFIED,UNSPECIFIED,,,
3150599,01/01/2015,13:00,,,,,,,,PKG LOT 6301 8 AVE,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,FAILURE TO YIELD RIGHT-OF-WAY,UNSPECIFIED,,,
3146332,01/01/2015,13:00,BROOKLYN,11236,40.6470487,-73.8954166,"(40.6470487, -73.8954166)",EAST 104 STREET,FLATLANDS AVENUE,,2,0,0,0,0,0,2,0,PASSENGER VEHICLE,PASSENGER VEHICLE,VAN,SPORT UTILITY/STATION WAGON,UNKNOWN,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED
3146172,01/01/2015,13:05,MANHATTAN,10019,40.7610362,-73.9870157,"(40.7610362, -73.9870157)",8 AVENUE,WEST 48 STREET,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,PASSENGER VEHICLE,,,,TURNING IMPROPERLY,UNSPECIFIED,,,
3146002,01/01/2015,13:15,BROOKLYN,11207,40.6681181,-73.8929179,"(40.6681181, -73.8929179)",BLAKE AVENUE,VERMONT STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,UNKNOWN,,,,UNSPECIFIED,UNSPECIFIED,,,
3146015,01/01/2015,13:15,BROOKLYN,11238,40.6803521,-73.9647898,"(40.6803521, -73.9647898)",PACIFIC STREET,UNDERHILL AVENUE,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,SPORT UTILITY/STATION WAGON,,,,DRIVER INEXPERIENCE,UNSPECIFIED,,,
3146553,01/01/2015,13:15,STATEN ISLAND,10304,40.6201606,-74.0769561,"(40.6201606, -74.0769561)",TOMPKINS AVENUE,VANDERBILT AVENUE,,0,0,0,0,0,0,0,0,FIRE TRUCK,SPORT UTILITY/STATION WAGON,,,,PHYSICAL DISABILITY,UNSPECIFIED,,,
3146263,01/01/2015,13:16,,,,,,BRONXWOOD AVENUE,MAGENTA STREET,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,OTHER,,,,UNSPECIFIED,UNSPECIFIED,,,
3145898,01/01/2015,13:18,MANHATTAN,10029,40.7941352,-73.9428183,"(40.7941352, -73.9428183)",3 AVENUE,EAST 110 STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,,,
3145946,01/01/2015,13:20,BRONX,10463,40.8883151,-73.9131059,"(40.8883151, -73.9131059)",WEST 237 STREET,INDEPENDENCE AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,UNKNOWN,,,,UNSPECIFIED,UNSPECIFIED,,,
3146254,01/01/2015,13:25,BRONX,10452,40.8316404,-73.9301096,"(40.8316404, -73.9301096)",OGDEN AVENUE,WEST 162 STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3152745,01/01/2015,13:26,,,,,,PELHAM PARKWAY,HERING AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,SPORT UTILITY/STATION WAGON,,,,UNSPECIFIED,UNSPECIFIED,,,
3146380,01/01/2015,13:30,BROOKLYN,11206,40.6939053,-73.9489157,"(40.6939053, -73.9489157)",WILLOUGHBY AVENUE,MARCY AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,OUTSIDE CAR DISTRACTION,OUTSIDE CAR DISTRACTION,UNSPECIFIED,,
3146506,01/01/2015,13:30,QUEENS,11373,40.7378061,-73.8828104,"(40.7378061, -73.8828104)",QUEENS BOULEVARD,DONGAN AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,,,
3146262,01/01/2015,13:30,BRONX,10469,40.8754834,-73.8575777,"(40.8754834, -73.8575777)",PAULDING AVENUE,EAST 211 STREET,,1,0,0,0,0,0,1,0,OTHER,SPORT UTILITY/STATION WAGON,PASSENGER VEHICLE,,,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,,
3146045,01/01/2015,13:30,QUEENS,11421,40.6871658,-73.8523081,"(40.6871658, -73.8523081)",90 STREET,ATLANTIC AVENUE,,1,0,0,0,0,0,1,0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,UNSPECIFIED,,
3146008,01/01/2015,13:43,BROOKLYN,11208,40.6823911,-73.8766162,"(40.6823911, -73.8766162)",RICHMOND STREET,FULTON STREET,,1,0,0,0,0,0,1,0,PASSENGER VEHICLE,LIVERY VEHICLE,PASSENGER VEHICLE,,,TRAFFIC CONTROL DISREGARDED,UNSPECIFIED,UNSPECIFIED,,
3146085,01/01/2015,13:45,,,40.7859639,-73.7964988,"(40.7859639, -73.7964988)",,,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,,,,,UNSPECIFIED,,,,
3146086,01/01/2015,13:55,,,40.7548638,-73.8168325,"(40.7548638, -73.8168325)",,,PARKING LOT 146-01 45 AVE,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3146457,01/01/2015,14:00,QUEENS,11385,40.707192,-73.9151022,"(40.707192, -73.9151022)",SENECA AVENUE,STOCKHOLM STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,UNKNOWN,,,,UNSPECIFIED,UNSPECIFIED,,,
3145975,01/01/2015,14:00,,,,,,3 AVENUE,99 STREET,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,PASSENGER VEHICLE,,,,PRESCRIPTION MEDICATION,UNSPECIFIED,,,
3146314,01/01/2015,14:09,BROOKLYN,11230,40.6167573,-73.9714113,"(40.6167573, -73.9714113)",EAST 4 STREET,AVENUE M,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,,,
3146500,01/01/2015,14:20,,,,,,CROSS ISLAND PARKWAY SR SOUTH,CLEARVIEW EXPRESSWAY,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,SPORT UTILITY/STATION WAGON,,,,PRESCRIPTION MEDICATION,UNSPECIFIED,,,
3146430,01/01/2015,14:20,QUEENS,11412,40.7056838,-73.7711364,"(40.7056838, -73.7711364)",104 AVENUE,186 STREET,,1,0,0,0,0,0,1,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,GLARE,GLARE,,,
3146064,01/01/2015,14:22,QUEENS,11429,40.7175517,-73.7315223,"(40.7175517, -73.7315223)",222 STREET,97 AVENUE,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,,,,,UNSPECIFIED,,,,
3146243,01/01/2015,14:30,BRONX,10462,40.8323381,-73.8479783,"(40.8323381, -73.8479783)",GLEASON AVENUE,HAVEMEYER AVENUE,,1,0,0,0,0,0,1,0,SPORT UTILITY/STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,,
3146477,01/01/2015,14:30,,,,,,186 STREET,HORACE HARDING EXPRESSWAY,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,UNKNOWN,,,,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,,,
3146357,01/01/2015,14:30,BROOKLYN,11212,40.6683241,-73.9023296,"(40.6683241, -73.9023296)",,,F/O 455 SUTTER AVE,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3146478,01/01/2015,14:30,,,,,,MAIN STREET,GRAND CENTRAL PARKWAY,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,TAXI,,,,LOST CONSCIOUSNESS,LOST CONSCIOUSNESS,,,
3146308,01/01/2015,14:40,,,,,,TROY AVENUE,AVENUE K,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,SPORT UTILITY/STATION WAGON,PASSENGER VEHICLE,,,OTHER VEHICULAR,OTHER VEHICULAR,OTHER VEHICULAR,,
3145949,01/01/2015,14:40,BRONX,10467,40.8822201,-73.8804583,"(40.8822201, -73.8804583)",EAST GUN HILL ROAD,DEKALB AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,SPORT UTILITY/STATION WAGON,,,,TURNING IMPROPERLY,UNSPECIFIED,,,
3145896,01/01/2015,14:40,MANHATTAN,10128,40.780065,-73.9470478,"(40.780065, -73.9470478)",EAST 91 STREET,1 AVENUE,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,SPORT UTILITY/STATION WAGON,,,,OTHER VEHICULAR,OTHER VEHICULAR,,,
3146479,01/01/2015,14:40,QUEENS,11367,40.7308296,-73.8285528,"(40.7308296, -73.8285528)",68 DRIVE,138 STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,SPORT UTILITY/STATION WAGON,,,,FAILURE TO YIELD RIGHT-OF-WAY,UNSPECIFIED,,,
3146322,01/01/2015,14:45,BROOKLYN,11203,40.6524639,-73.9228481,"(40.6524639, -73.9228481)",KINGS HIGHWAY,CHURCH AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,UNKNOWN,,,,UNSPECIFIED,UNSPECIFIED,,,
3146212,01/01/2015,14:45,,,,,,,,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,SPORT UTILITY/STATION WAGON,,,,UNSPECIFIED,UNSPECIFIED,,,
3146306,01/01/2015,14:50,BROOKLYN,11234,40.6261304,-73.9228065,"(40.6261304, -73.9228065)",AVENUE K,EAST 55 STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,OTHER VEHICULAR,FAILURE TO YIELD RIGHT-OF-WAY,OTHER VEHICULAR,,
3147614,01/01/2015,14:57,BROOKLYN,11230,40.633111,-73.9721609,"(40.633111, -73.9721609)",18 AVENUE,OCEAN PARKWAY,,2,0,0,0,0,0,2,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,FAILURE TO YIELD RIGHT-OF-WAY,UNSPECIFIED,,,
3145987,01/01/2015,15:00,BROOKLYN,11203,40.6593633,-73.9396576,"(40.6593633, -73.9396576)",ALBANY AVENUE,FENIMORE STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY/STATION WAGON,PASSENGER VEHICLE,,OTHER VEHICULAR,FAILURE TO YIELD RIGHT-OF-WAY,OTHER VEHICULAR,UNSPECIFIED,
3147459,01/01/2015,15:00,MANHATTAN,10029,40.7954056,-73.9418746,"(40.7954056, -73.9418746)",3 AVENUE,EAST 112 STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3146099,01/01/2015,15:00,QUEENS,11412,40.6961208,-73.7461815,"(40.6961208, -73.7461815)",LINDEN BOULEVARD,FRANCIS LEWIS BOULEVARD,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3145998,01/01/2015,15:05,BROOKLYN,11233,40.6694768,-73.9199662,"(40.6694768, -73.9199662)",EASTERN PARKWAY,HOWARD AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,,,
3146472,01/01/2015,15:05,,,,,,124 STREET,109 AVENUE,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,SPORT UTILITY/STATION WAGON,VAN,SPORT UTILITY/STATION WAGON,,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,
3146302,01/01/2015,15:10,BROOKLYN,11223,40.5987611,-73.9779332,"(40.5987611, -73.9779332)",AVENUE T,WEST 6 STREET,,1,0,1,0,0,0,0,0,PASSENGER VEHICLE,,,,,UNSPECIFIED,,,,
3146266,01/01/2015,15:20,BRONX,10466,40.8985648,-73.8586532,"(40.8985648, -73.8586532)",BRONX BOULEVARD,EAST 237 STREET,,1,0,0,0,0,0,1,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3146303,01/01/2015,15:20,BROOKLYN,11204,40.6244819,-73.9959257,"(40.6244819, -73.9959257)",63 STREET,20 AVENUE,,2,0,0,0,0,0,2,0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED
3146342,01/01/2015,15:22,BROOKLYN,11225,40.665399,-73.95092,"(40.665399, -73.95092)",NOSTRAND AVENUE,MONTGOMERY STREET,,2,0,0,0,0,0,2,0,PASSENGER VEHICLE,UNKNOWN,,,,UNSPECIFIED,UNSPECIFIED,,,
3146361,01/01/2015,15:30,BROOKLYN,11207,40.6569792,-73.8894182,"(40.6569792, -73.8894182)",STANLEY AVENUE,PENNSYLVANIA AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,SPORT UTILITY/STATION WAGON,,,,FAILURE TO YIELD RIGHT-OF-WAY,UNSPECIFIED,,,
3145954,01/01/2015,15:30,BROOKLYN,11235,40.5869192,-73.9638597,"(40.5869192, -73.9638597)",AVENUE Z,EAST 6 STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,SPORT UTILITY/STATION WAGON,,,,OTHER ELECTRONIC DEVICE,UNSPECIFIED,,,
3148192,01/01/2015,15:30,,,,,,FLATBUSH AVENUE,BEVERLEY ROAD,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,SPORT UTILITY/STATION WAGON,,,,PRESCRIPTION MEDICATION,PRESCRIPTION MEDICATION,,,
3145865,01/01/2015,15:32,MANHATTAN,10036,40.7608228,-73.9983142,"(40.7608228, -73.9983142)",11 AVENUE,WEST 42 STREET,,0,0,0,0,0,0,0,0,TAXI,PASSENGER VEHICLE,,,,PHYSICAL DISABILITY,PHYSICAL DISABILITY,,,
3147214,01/01/2015,15:35,BROOKLYN,11237,40.7007761,-73.9133287,"(40.7007761, -73.9133287)",WYCKOFF AVENUE,GROVE STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,SPORT UTILITY/STATION WAGON,,,,UNSPECIFIED,UNSPECIFIED,,,
